Name,BroadClass,Period,UnitaryAuthority,lon,lat
Round Barrow 400m N of West Orielton                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.9632422954729885,51.65558430823766
Nant y Baracs Deserted Rural Settlement                                                                                                               ,Domestic,Post Medieval/Modern,Ceredigion,-3.8328154709786566,52.48629469708783
Colby Moor Round Barrow                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.842474751265876,51.82051196007583
Pen-y-Gwryd Pillboxes                                                                                                                                 ,Defence,Modern,Gwynedd,-4.003135316513439,53.081494703000686
Anti-invasion Defences 630m E of Cae'r-tyddyn,Defence,Post Medieval/Modern,Gwynedd,-3.7854902526321577,52.73953699950285
Anti-invasion Defences 2000m NE of Cwmrhwyddfor Farm                                                                                                  ,Defence,Post Medieval/Modern,Gwynedd,-3.8491792107374083,52.70364030644433
Fairbourne Anti-invasion Defences                                                                                                                     ,Defence,Modern,Gwynedd,-4.057140619763617,52.69828868781745
Arenig Fawr Cairn                                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-3.7459352564291795,52.91709608248628
Porth y Bwch Defended Enclosure                                                                                                                       ,Defence,Prehistoric,Pembrokeshire,-5.179259095796014,51.86579279559456
Defended Enclosure 240m W of Velindre,Defence,Prehistoric,Pembrokeshire,-4.847349501817152,51.89589472209954
Hengwm Ring Cairns,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.734850186408027,52.50439664965388
Cairn 300m SE of Bryn Cau                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-3.75568241459472,52.881916553672596
Long Wood Camp,Monument,Medieval,Powys,-2.9867114292348838,52.33015569670824
Garnedd Wen Cairn                                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-3.6855759379550364,52.958010943555266
Porth Egr Defended Enclosure                                                                                                                          ,Defence,Prehistoric,Pembrokeshire,-5.201832292180093,51.94521030708125
Defended Enclosure 300m SE of Pentre,Defence,Prehistoric,Pembrokeshire,-4.941365478160646,51.930013723116
Cairn 200m SE of Foel Ystrodur Fawr                                                                                                                   ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-3.7612348023295015,52.88983585158673
Pen-Gaer Promontory Fort                                                                                                                              ,Defence,Prehistoric,Carmarthenshire,-4.64210801814524,51.886197313979814
Storey Arms Anti-invasion Defences                                                                                                                    ,Defence,Post Medieval/Modern,Powys,-3.4720029035881113,51.8650297956027
Roman Road c. 400m S of Benlan Farm                                                                                                                   ,Transport,Roman,Carmarthenshire,-3.870119598789798,52.024518705394506
Roman Road c. 250m SSW of Gilwen Farm                                                                                                                 ,Transport,Roman,Carmarthenshire,-3.8288670440329464,52.030165980232
Roman Road c. 150m NW of Tal-y-Pal                                                                                                                    ,Transport,Roman,Carmarthenshire,-3.7580559021417748,52.02477027160973
Aran Fawddwy Cairn                                                                                                                                    ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-3.6878412595846823,52.78704403001377
Hirdre-Faig Standing Stone,"Religious, Ritual and Funerary",Prehistoric,Isle of Anglesey,-4.273120899735787,53.24695621037088
Hook Quay                                                                                                                                             ,Industrial,Post Medieval/Modern,Pembrokeshire,-4.93382593552038,51.76706503813888
Llanddona Standing Stone                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Isle of Anglesey,-4.150590379958113,53.29457017213428
Cairns & Stone Circle S of Pen-y-Raglan-Wynt                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Carmarthenshire,-3.8464454667063435,52.128036229758834
Discoed Castle Mound                                                                                                                                  ,Defence,Medieval,Powys,-3.0615637466977765,52.27664180967324
"Glyn, Burial Chamber 450m N of                                                                                                                        ","Religious, Ritual and Funerary",Prehistoric,Isle of Anglesey,-4.231698346701607,53.31157310970418
Hafod Fawr Roman Camp                                                                                                                                 ,Defence,Roman,Carmarthenshire,-3.730091016738479,51.96939998084959
Crick Moated Site                                                                                                                                     ,Domestic,Medieval,Monmouthshire,-2.7378232492555723,51.609516532444886
Carnedd y Ddelw Cairn                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-3.9366980654255537,53.216164920169426
"Parth-y-Gwyddwch, Standing Stones 150m N of                                                                                                           ","Religious, Ritual and Funerary",Prehistoric,Gwynedd,-4.070099439795964,52.67251902258597
Airfield Perimeter Defences at Blaenannerch                                                                                                           ,Defence,Post Medieval/Modern,Ceredigion,-4.558953279384364,52.118064561743594
Bwlch y Ddeuwynt Round Cairn                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.7606215592188157,51.850551692642604
Craig Ystradmeurig Round Cairn                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8994585847408225,52.300785586679794
"Gwar-castell, Round Cairn Pair 375m SE of                                                                                                             ","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8689105573999463,52.22698546648907
Aberporth Range Simulated Ship Firing Platform                                                                                                        ,Defence,Post Medieval/Modern,Ceredigion,-4.557636471738917,52.14250832377721
Nant Ffrancon Anti-invasion Defences                                                                                                                  ,Defence,Post Medieval/Modern,Gwynedd,-4.02468924051764,53.12555220161068
Caerlan Tibot Defended Enclosure,Defence,Prehistoric,Gwynedd,-4.2342270732191825,53.1595462560212
Y Garn Round Cairn                                                                                                                                    ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8577328026539615,52.22965265238688
Two Burial Chambers on Graig Fawr                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Swansea,-4.016479025570942,51.73727556789468
Rhydlewis Standing Stone Pair                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.416512176023272,52.10242129397997
Gernos Mountain Round Barrow Cemetery                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.400586750764794,52.08676720392443
"Awelon, Standing Stone 130m S of                                                                                                                      ","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.052238126848188,52.275002997803284
Garreg Standing Stones                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.4791331018274105,52.150912153238885
"Penlan-Noeth, Round Barrow 230m NNW of                                                                                                                ","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.233651703505935,52.14895823800163
Crug Round Cairn                                                                                                                                      ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.947825013329581,52.160231529276516
Ty'n-yr-Eithin Round Cairn                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.010034526224837,52.297947634471214
Bryngwyn Bach Round Cairn Cemetery                                                                                                                    ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8640896650846073,52.249261784923156
Cairn Circle 200m NNW of Dolgamfa,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8448038578354686,52.39615122961851
Standing Stones c.600m NE of Cwmdarren,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.9345722374026093,52.435257707770155
"Ffridd Newydd, Stone Circle c.600m NW of                                                                                                              ","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.9153465233636133,52.502762528494735
Nant Geifaes Cairn                                                                                                                                    ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.866924251432422,52.43303669130839
Buwch a'r Llo Standing Stones                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.880474538394109,52.43308264947599
Cerrig Blaencletwr-Fawr Round Cairn                                                                                                                   ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.90591490798526,52.515655408480335
Standing Stone c.250m NNE of Llethr,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8477196931819906,52.317098843376066
Standing Stone c.280m E of Tygwyn,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.933088908742781,52.47159788370613
Banc Troedrhiwseiri Ring Barrow                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.961632882808839,52.451958260997465
Moel y Llyn Cairn Cemetery                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.897477712606786,52.507285381179905
Blaen Camddwr Round Cairn                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8286020720849416,52.21419279411419
Bryn Cosyn Cairn Cemetery                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8408159676002853,52.21928984721104
Cefncerrig Round Cairn                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8091426741389007,52.20649040293026
Cefn Cnwcheithinog Standing Stone                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8173733663233076,52.13129341720313
Nantymaen Standing Stone                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.813634119049732,52.20896602556072
Carn Fawr Round Cairns                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.742322084782017,52.4999711509267
Allt Hengeraint Pillbox                                                                                                                               ,Defence,Post Medieval/Modern,Ceredigion,-4.24009858270281,52.220835745935794
Aberystwyth Harbour Defences                                                                                                                          ,Defence,Post Medieval/Modern,Ceredigion,-4.089014459976376,52.40604099063734
Lampeter Pillbox                                                                                                                                      ,Defence,Post Medieval/Modern,Ceredigion,-4.074803290296112,52.109589856034624
"Carneddau Round Cairns, Drosgol                                                                                                                       ","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.82787709112333,52.47446686229724
Raby's Furnace                                                                                                                                        ,Industrial,Post Medieval/Modern,Carmarthenshire,-4.166012764101169,51.6928336412069
Castle Ring                                                                                                                                           ,Monument,Prehistoric,Powys,-3.0763083421780086,52.26572847902556
Pen y Gurnos Round Barrow                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.7875930188253353,52.14652190651816
"Chain Home Low Radar Station, Strumble Head                                                                                                           ",Defence,Post Medieval/Modern,Pembrokeshire,-5.080682790971752,52.01364240095473
Pencraig y Pistill Round Cairn                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.892097698939297,52.461273603553536
Bwlch yr Adwy Round Barrow                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8859303375421748,52.46506753466508
Blaen Nant-y-Rhiw Round Cairn                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8033365713201914,52.16574885747928
Hut Circle South of Cyfannedd Fawr                                                                                                                    ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-4.0226097884396275,52.68607076964508
Carn Saith-Wraig Round Cairns                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.7976607336625716,52.16097110202973
Garn Lwyd Round Cairn & Standing Stone                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.836793031439364,52.43399426147927
Flat Holm Coastal and Anti-aircraft Defences                                                                                                          ,Defence,Post Medieval/Modern,Cardiff,-3.121858172228613,51.37658788407885
Burton Beach Overlord Hard                                                                                                                            ,Defence,Post Medieval/Modern,Pembrokeshire,-4.9187926709752405,51.70571505136727
Foel Goch Round Cairn                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.924640332182947,52.51786078214281
Unenclosed Hut Circle Settlement at Bryn Derw                                                                                                         ,Domestic,Prehistoric,Gwynedd,-4.052324978593651,52.9648197394088
Carn Wen Round Cairn                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.9324181103041256,52.51675394299532
Round Barrow & Standing Stone 700m W of Plas Gogerddan,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.021850665439641,52.43226849387591
Banc Du Neolithic Enclosure                                                                                                                           ,Domestic,Prehistoric,Pembrokeshire,-4.822953374613292,51.940784564850254
Hut Circle at Gellfawr                                                                                                                                ,Domestic,Prehistoric,Gwynedd,-4.046551873884045,52.73102888906947
Limpert Bay Anti-invasion Defences                                                                                                                    ,Defence,Post Medieval/Modern,Vale of Glamorgan,-3.424941864887113,51.38820223754077
Royal Naval Propellant Factory Guided Weapons Scheme Static Firing Bay                                                                                ,Defence,Post Medieval/Modern,Monmouthshire,-2.7554876245122437,51.62534600845552
Pentre-Cwrt Pillbox                                                                                                                                   ,Defence,Post Medieval/Modern,Ceredigion,-4.352641980451143,52.028636030814916
Coed y Caerau Auxiliary Unit Operational Base                                                                                                         ,Defence,Post Medieval/Modern,Newport,-2.89807899715129,51.62061911336517
Nant-y-Gro Dam                                                                                                                                        ,Water Supply and Drainage,Post Medieval/Modern,Powys,-3.5809540819394083,52.258879097001184
Oxwich Bay Coast Defence / Chain Home Low Radar Station                                                                                               ,Defence,Post Medieval/Modern,Swansea,-4.1518206987521955,51.543608441169624
Onnen-Deg Defended Settlement                                                                                                                         ,Defence,Prehistoric,Ceredigion,-4.578619059577814,52.06092734405029
Hut Circles East of Moel Geifr                                                                                                                        ,Domestic,Prehistoric,Gwynedd,-4.01698911385237,52.901482394794115
Ministry of Supply Valley Site                                                                                                                        ,Defence,Post Medieval/Modern,Flintshire,-3.1890863508811984,53.185511010979255
Pen-y-Gaer Defended Enclosure                                                                                                                         ,Defence,Prehistoric,Ceredigion,-4.083099441390637,52.20476683078116
Pen Clawdd-Mawr Defended Enclosure                                                                                                                    ,Defence,Prehistoric,Ceredigion,-4.11483639933109,52.17749604763053
Hut Circle Settlement at Bwlch Tyddiad                                                                                                                ,Domestic,Prehistoric,Gwynedd,-4.00426862611587,52.85525111411409
Llandygwydd Defended Enclosure                                                                                                                        ,Defence,Prehistoric,Ceredigion,-4.56021334543267,52.06001595254826
Pantdaniel Defended Enclosure                                                                                                                         ,Defence,Prehistoric,Ceredigion,-4.491935578833374,52.09928549775446
Troed y Rhiw Sion Defended Enclosure                                                                                                                  ,Defence,Prehistoric,Ceredigion,-4.494268069275937,52.05682678324496
Defended Enclosure 130m ENE of Capel Ciliau Aeron,Defence,Prehistoric,Ceredigion,-4.197194968122278,52.204414005425335
Defended Enclosure 350m E of Bank Green Grove,Defence,Prehistoric,Ceredigion,-4.172878829119291,52.18658375876553
Gareg-lwyd Defended Enclosure                                                                                                                         ,Defence,Prehistoric,Ceredigion,-3.906698573365299,52.310217829812224
Gilfach y Dwn Fawr Defended Enclosure                                                                                                                 ,Defence,Prehistoric,Ceredigion,-3.8570929959329194,52.26658179204272
Defended Enclosure 500m N of Pen y Castell,Defence,Prehistoric,Ceredigion,-4.1452784317832,52.29720383613902
Gaer Fach Defended Enclosure,Defence,Prehistoric,Ceredigion,-4.147643760357935,52.14197812607118
Standing Stone NE of Capel Rhos                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5394200256396373,52.1908795703828
Craig y Gwbert Defended Enclosure                                                                                                                     ,Defence,Prehistoric,Ceredigion,-4.6910887102427425,52.119572278040856
Ynys Lochtyn Defended Enclosure,Defence,Prehistoric,Ceredigion,-4.466269837877044,52.1707586771551
Trevallen Downs Tank Range                                                                                                                            ,Defence,Post Medieval/Modern,Pembrokeshire,-4.9341058709582635,51.60142633021515
Linney Tobruk Shelters                                                                                                                                ,Defence,Post Medieval/Modern,Pembrokeshire,-5.050738327544768,51.635119764469856
Bay View Farm Defended Enclosure                                                                                                                      ,Defence,Prehistoric,Pembrokeshire,-5.121886898630115,51.86598159024703
Little Castle Point Defended Enclosure                                                                                                                ,Defence,Prehistoric,Pembrokeshire,-5.18717514339097,51.69040551231849
Castle Head Defended Enclosure                                                                                                                        ,Defence,Prehistoric,Pembrokeshire,-5.192325992010308,51.75591537027595
Howelston Defended Enclosure                                                                                                                          ,Defence,Prehistoric,Pembrokeshire,-5.1134354778425735,51.76548979148709
Dinas Fach Defended Enclosure,Defence,Prehistoric,Pembrokeshire,-5.159154810133489,51.86209865968512
Castle Pill                                                                                                                                           ,Defence,Prehistoric,Pembrokeshire,-5.014484072001277,51.71776803127994
Treguff RAF Airfield Decoy Control Centre                                                                                                             ,Defence,Post Medieval/Modern,Vale of Glamorgan,-3.3954526219534116,51.42887821869446
Royal Ordnance Factory Bridgend Dual-storey Pillbox                                                                                                   ,Defence,Post Medieval/Modern,Bridgend,-3.5665290324390013,51.502772731598
Llananno Royal Observer Corps Monitoring Post                                                                                                         ,Defence,Post Medieval/Modern,Powys,-3.3275669604463216,52.36095415320797
Dinas Island Castell                                                                                                                                  ,Defence,Prehistoric,Pembrokeshire,-4.89700352171729,52.02444929349384
Carn Briw Round Cairn,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.832656404620757,51.99796507836315
Mynydd y Garth Cairn                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Neath Port Talbot,-3.870102751953881,51.75288856236977
Elan Valley Pillboxes                                                                                                                                 ,Defence,Post Medieval/Modern,Powys,-3.59654063135355,52.26449555747402
Banc Ystrad-wen cairn cemetery                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4916588809452067,52.24256278903959
Carreg Golchfa Defended Enclosure                                                                                                                     ,Defence,Prehistoric,Pembrokeshire,-5.084227887243276,51.974714105620166
Coed Chwefri Vickers Machine Gun Emplacement                                                                                                          ,Defence,Post Medieval/Modern,Powys,-3.418135961520561,52.15027674137511
Round Cairn 500m SE of Moel Seisiog,"Religious, Ritual and Funerary",Prehistoric,Conwy,-3.697837605612053,53.09716666496011
Y Gribin Round Cairn                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.42965882341451,52.82789892791017
Cefn Merthyr Cynog Cairn                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.499764526092613,52.03921318065727
Defended Enclosure 350m S of Clungwyn,Defence,Prehistoric,Carmarthenshire,-4.310002517960924,51.887164745517495
"Gilfach, Round Cairn 500m WSW of                                                                                                                      ","Religious, Ritual and Funerary",Prehistoric,Powys,-3.6107138154890626,51.95791226132613
Skomar Defended Enclosure                                                                                                                             ,Defence,Prehistoric,Pembrokeshire,-4.769103043444385,51.64436250177801
Defended Enclosure 800m NNE of Upton Farm,Defence,Prehistoric,Pembrokeshire,-4.8653246936505985,51.713579746074934
Scotsborough House Ruins,Domestic,Medieval,Pembrokeshire,-4.724510297621831,51.67693777891957
Defended Enclosure 500m NNE of Blaen-maenog,Defence,Prehistoric,Carmarthenshire,-4.386176533226857,51.995039457561845
Defended Enclosure 250m NE of Pont Henllan,Defence,Prehistoric,Ceredigion,-4.395335783830932,52.03587754389734
Cwm Nash Defended Enclosure                                                                                                                           ,Defence,Prehistoric,Vale of Glamorgan,-3.571066700565165,51.42186247054712
Castle Ringwork 850m ENE of Ty'n-y-Coed,Defence,Medieval,Vale of Glamorgan,-3.3390065868049934,51.45148649298071
Pont Henllan Pillbox                                                                                                                                  ,Defence,Post Medieval/Modern,Carmarthenshire,-4.398399567053816,52.03427745513121
Defended Enclosure 350m NNW of Ty-Uchaf,Defence,Prehistoric,Monmouthshire,-3.126193321974317,51.83095979353589
Defended Enclosure 300m W of Pen y Gar,Defence,Prehistoric,Carmarthenshire,-4.336642023902494,51.924434457226646
Five Lanes Roman Site,Domestic,Roman,Monmouthshire,-2.7988427430030476,51.61725434172148
Royal Naval Propellant Factory Caerwent Nitro-glycerine Hill,Defence,Post Medieval/Modern,Monmouthshire,-2.748962027349526,51.62296013886481
Castell y Garn Defended Enclosure                                                                                                                     ,Defence,Prehistoric,Pembrokeshire,-4.804304937393229,52.0487545332399
Queen Alexandra Dock Harbour Defence Gun Emplacement                                                                                                  ,Defence,Post Medieval/Modern,Cardiff,-3.1564047217643023,51.45202753244553
Y Gaer Defended Enclosure,Defence,Prehistoric,Carmarthenshire,-4.240892748672884,51.690762954142556
Mynydd y Garn Lluest East                                                                                                                             ,Domestic,Post Medieval/Modern,Powys,-3.5080122337582647,51.8117654860039
Mynydd y Garn Enclosure                                                                                                                               ,Domestic,Post Medieval/Modern,Powys,-3.5058365729766487,51.80959939638999
West Angle Bay Early Medieval Settlement,"Religious, Ritual and Funerary",Early Medieval,Pembrokeshire,-5.109052691442876,51.68484704059778
Nant Tawe Fechan Burnt Mound                                                                                                                          ,Agriculture and Subsistence,Prehistoric,Powys,-3.6862525824953947,51.85829560016938
Ton Teg Hut Settlement                                                                                                                                ,Domestic,Prehistoric,Powys,-3.498667208324673,51.83790693087348
Mynydd y Garn Lluest West                                                                                                                             ,Domestic,Post Medieval/Modern,Powys,-3.5100860890413608,51.80827705305152
Cefn Esgair-carnau Burnt Mound                                                                                                                        ,Agriculture and Subsistence,Prehistoric,Powys,-3.4850580778034326,51.81823498256731
Afon Hepste Settlement Enclosure                                                                                                                      ,Domestic,Post Medieval/Modern,Powys,-3.4867243991682835,51.816406593390845
Cave 40m SE of Deborah's Hole,Monument,Prehistoric,Swansea,-4.260039804499599,51.55366829374013
St Arvan's Church Cross-slab,"Religious, Ritual and Funerary",Early Medieval,Monmouthshire,-2.7004142127289095,51.665339620353194
Cwm Cadlan Settlement and Field System,Domestic,Prehistoric,Rhondda Cynon Taff,-3.482500143417993,51.78892734300339
Pant-y-Gadair Hut Circle Settlement,Domestic,Prehistoric,Rhondda Cynon Taff,-3.47296030584536,51.80496259539488
Three Wells Round Cairn                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Monmouthshire,-2.9964303071680303,51.90801689162423
St Cennydd's Church Cross-shaft,"Religious, Ritual and Funerary",Early Medieval,Swansea,-4.269988254065154,51.59960098428601
Former Royal Artillery Coast Artillery School,Defence,Post Medieval/Modern,Conwy,-3.8759840066670597,53.33475420563965
Ford Farm Roman Villa,Domestic,Roman,Newport,-2.889933713941338,51.60150220042623
Caer Beris                                                                                                                                            ,Defence,Medieval,Powys,-3.4193907366158847,52.14607176949285
Chepstow Park Wood Moated Site                                                                                                                        ,"Gardens, Parks and Urban Spaces",Post Medieval,Monmouthshire,-2.7387657104960748,51.67819600824928
Garreg Las Round Cairns                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Monmouthshire,-3.0076380213394938,51.924240388741346
Nant Heilyn Stone Setting                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Conwy,-3.608629779601079,53.08523578284545
Carn-y-Geifr                                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.507837989072583,52.23246695520331
Pen-llys Earthwork                                                                                                                                    ,Monument,Prehistoric,Powys,-3.467408894347713,52.21518329851939
Moel Fodiar Tumuli                                                                                                                                    ,"Religious, Ritual and Funerary",Prehistoric,Conwy,-3.5311728924765697,53.19932314030218
Hafotty Wen Ring Cairn                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Conwy,-3.5296759284943864,53.07058967373456
Burnt Mound East of Pen-y-Gaer                                                                                                                        ,Domestic,Prehistoric,Gwynedd,-4.3462220787754,52.98465353061649
Round Barrow WSW of Corby,"Religious, Ritual and Funerary",Prehistoric,Conwy,-3.727129287171963,53.262197769679034
"Llantrithyd Place: remains of house, relict gardens and wells",Domestic,Post Medieval/Modern,Vale of Glamorgan,-3.377053730701469,51.44463428032996
Caerleon Legionary Fortress: School Fields,Defence,Roman,Newport,-2.958062778114637,51.61008325039223
Cedig Cairn                                                                                                                                           ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4855610093362484,52.801491142292356
"Ty Ucha Farmstead, Cwm Llech, Llangynog, Powys",Domestic,Medieval,Powys,-3.443213961973089,52.81368315827593
Cefn Moel Round Houses,Domestic,Bronze Age,Powys,-3.2287660214256646,51.89970581711437
"Pen-y-gaer Roman Vicus, Cwmdu",Civil,Roman,Powys,-3.2096359472443075,51.888781778195515
"Bipartite enclosure 1km SSE of Pen Allt-Mawr, Cwm Banw",Agriculture and Subsistence,Prehistoric,Powys,-3.1449638543591942,51.90439946085059
"Standing Stone, Llanwrthwl Churchyard","Religious, Ritual and Funerary",Prehistoric,Powys,-3.5022335543874847,52.26206516371584
Ffynnon Mary Burnt Mound 300m SE of Carn Wen,Agriculture and Subsistence,Prehistoric,Powys,-3.4915600165630916,52.23044404927533
Recumbent Standing Stone 100m E of Crugian Bach Stone Circle,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.565083484414836,52.24965891177277
Crugian Bach Enclosure,Unassigned,Prehistoric,Powys,-3.5676691391791606,52.24945376112752
Hut Group and Field System South East of Farm Yard,Domestic,Prehistoric,Gwynedd,-4.3793301539023775,52.98444473202854
Gelli Gethin Round Cairn                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4163487316753924,52.64255271161383
Llechwedd Du Round Cairn                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.530381000861656,52.73407799625212
Carnedd Das Eithin Round Cairn,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.408611876211144,52.80403897465984
Cil Haul Barrow                                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.384402862668328,52.78258567347683
Cae'r Lloi Round Barrow                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5508111683689623,52.7012760062525
Craig y Llyn Mawr Round Cairn                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4774139609024544,52.57221099483297
Bryn Cwmyrhiwdre Round Barrow                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.35524232190769,52.44561117770864
Blaen y Cwm Ring Cairn                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.503809984175885,52.57643684610285
Y Ffridd Round Barrow                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.6640676448603893,52.514125737767486
Coed y Dinas Round Barrow                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.1490271780911905,52.64582492246852
Bryn yr Aran Stone Setting                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5720400849063147,52.54811075083043
Ffos Gau Ring Cairn                                                                                                                                   ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.7069635090816653,52.37703967328376
Nant y Gafod Deserted Rural Settlement                                                                                                                ,Agriculture and Subsistence,Post Medieval/Modern,Ceredigion,-3.70158645719339,52.37436595185519
Hafod yr Abad Deserted Rural Settlement                                                                                                               ,Domestic,Medieval,Ceredigion,-3.6964667889953082,52.369575378248506
Fuallt Standing Stone                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4346927527477957,52.404736808293386
Cefn-Caer Roman Site,Defence,Roman,Gwynedd,-3.9126141705798845,52.583664262660534
Bryn Hafod Standing Stone                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.445016726616119,52.40397268520024
Maes Mochnant Isaf Round Barrow                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.280537262206376,52.814327664159194
Pen Cerrig Standing Stone                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4802519219257952,52.83864226566615
Cefn Ty-Mawr                                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4864326089251314,52.20845356162824
Tri Chrugiau Round Barrows                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5596927638501796,52.08161166762776
Nant y Gangen Ddu Round Cairns                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.3727718046347324,52.83040461749935
Glan Hafon Ring Cairn                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.3801690256836743,52.83852679677839
Allt Gethin Round Cairn                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4215833563218228,52.47566123400438
Cae'r Haidd Deserted Rural Settlement,Domestic,Medieval,Conwy,-3.97827977156812,53.23898235085125
